"year","month","month_name","day","date","day_of_week","day_of_week_num","carrier","airline_name","flight","tailnum","origin","dest","sched_dep_time","dep_time","dep_delay","dep_delay_flag","sched_arr_time","arr_time","arr_delay","arr_delay_flag","on_time","delay_category","air_time","distance","time_period"
2021,1,"Jan",29,2021-01-29,"Fri",6,"AA","American","AA4513","N33007","DCA","SLC",2116,2074,-2,0,2439,2389,-10,0,1,"Early/On-Time",203,1624,"Night"
2022,7,"Jul",17,2022-07-17,"Sun",1,"WN","Southwest","WN8827","N30889","DCA","PDX",628,629,1,0,1072,1072,0,0,1,"Early/On-Time",284,2270,"Early Morning"
2021,9,"Sep",18,2021-09-18,"Sat",7,"AS","Alaska","AS2926","N91213","DCA","HOU",850,807,-3,0,950,951,1,0,1,"Slightly Late",60,478,"Early Morning"
2023,11,"Nov",27,2023-11-27,"Mon",2,"F9","Frontier","F97852","N36652","DCA","CHS",857,814,-3,0,969,926,-3,0,1,"Early/On-Time",72,578,"Early Morning"
2021,10,"Oct",4,2021-10-04,"Mon",2,"F9","Frontier","F96447","N69208","DCA","OMA",1630,1630,0,0,1660,1663,3,0,1,"Slightly Late",30,239,"Afternoon"
2023,8,"Aug",13,2023-08-13,"Sun",1,"DL","Delta","DL8075","N81878","DCA","PVD",844,800,-4,0,901,907,6,0,1,"Slightly Late",57,453,"Early Morning"
2020,8,"Aug",11,2020-08-11,"Tue",3,"AA","American","AA6137","N31782","DCA","MSP",1422,1425,3,0,1636,1644,8,0,1,"Slightly Late",134,1070,"Afternoon"
2024,3,"Mar",6,2024-03-06,"Wed",4,"UA","United","UA6411","N82261","DCA","DEN",1840,1841,1,0,2167,2126,-1,0,1,"Early/On-Time",207,1659,"Evening"
2023,12,"Dec",17,2023-12-17,"Sun",1,"B6","JetBlue","B65485","N39748","DCA","LGA",2226,2184,-2,0,2278,2231,-7,0,1,"Early/On-Time",52,418,"Night"
2020,12,"Dec",2,2020-12-02,"Wed",4,"UA","United","UA617","N99106","DCA","LAS",727,682,-5,0,1040,989,-11,0,1,"Early/On-Time",193,1545,"Early Morning"
2020,10,"Oct",10,2020-10-10,"Sat",7,"AA","American","AA427","N60632","DCA","CLT",820,777,-3,0,967,921,-6,0,1,"Early/On-Time",107,853,"Early Morning"
2020,10,"Oct",10,2020-10-10,"Sat",7,"F9","Frontier","F93417","N56070","DCA","GEG",1910,1865,-5,0,2023,2023,0,0,1,"Early/On-Time",73,581,"Evening"
2020,11,"Nov",24,2020-11-24,"Tue",3,"AS","Alaska","AS5440","N14259","DCA","PHL",908,866,-2,0,1041,1045,4,0,1,"Slightly Late",93,746,"Morning"
2024,8,"Aug",4,2024-08-04,"Sun",1,"AA","American","AA3720","N51671","DCA","MCO",621,574,-7,0,752,703,-9,0,1,"Early/On-Time",91,725,"Early Morning"
2022,10,"Oct",21,2022-10-21,"Fri",6,"UA","United","UA5365","N39596","DCA","HOU",630,635,5,0,669,670,1,0,1,"Slightly Late",39,309,"Early Morning"
2021,2,"Feb",4,2021-02-04,"Thu",5,"DL","Delta","DL7041","N85722","DCA","SAV",1756,1889,93,1,1861,1997,96,1,0,"Severely Delayed",65,522,"Evening"
2024,11,"Nov",22,2024-11-22,"Fri",6,"DL","Delta","DL6455","N62012","DCA","MCO",1542,1666,84,1,1678,1801,83,1,0,"Severely Delayed",96,765,"Afternoon"
2020,11,"Nov",4,2020-11-04,"Wed",4,"WN","Southwest","WN2163","N20501","DCA","SYR",1941,1944,3,0,2073,2075,2,0,1,"Slightly Late",92,735,"Evening"
2024,6,"Jun",5,2024-06-05,"Wed",4,"B6","JetBlue","B67055","N84251","DCA","MSY",1322,1280,-2,0,1432,1391,-1,0,1,"Early/On-Time",70,559,"Afternoon"
2019,10,"Oct",11,2019-10-11,"Fri",6,"AA","American","AA3616","N98003","DCA","RSW",1040,993,-7,0,1093,1104,11,0,1,"Slightly Late",53,421,"Morning"
2024,2,"Feb",11,2024-02-11,"Sun",1,"F9","Frontier","F97257","N76091","DCA","RNO",1935,1889,-6,0,2063,2017,-6,0,1,"Early/On-Time",88,702,"Evening"
2023,9,"Sep",4,2023-09-04,"Mon",2,"AA","American","AA3035","N26605","DCA","TUS",1118,1129,11,0,1169,1182,13,0,1,"Slightly Late",51,410,"Morning"
2024,5,"May",31,2024-05-31,"Fri",6,"NK","Spirit","NK4040","N70445","DCA","JAX",1431,1490,59,1,1533,1592,59,1,0,"Delayed",62,498,"Afternoon"
2021,6,"Jun",30,2021-06-30,"Wed",4,"F9","Frontier","F97483","N65794","DCA","LAX",943,900,-3,0,1397,1352,-5,0,1,"Early/On-Time",294,2356,"Morning"
2022,9,"Sep",28,2022-09-28,"Wed",4,"DL","Delta","DL9065","N92860","DCA","STL",1858,1816,-2,0,1915,1869,-6,0,1,"Early/On-Time",57,459,"Evening"
2024,5,"May",17,2024-05-17,"Fri",6,"UA","United","UA482","N74941","DCA","PBI",1643,1596,-7,0,1744,1701,-3,0,1,"Early/On-Time",61,487,"Afternoon"
2023,11,"Nov",13,2023-11-13,"Mon",2,"B6","JetBlue","B64155","N17883","DCA","PHX",1507,1519,12,0,1813,1826,13,0,1,"Slightly Late",186,1486,"Afternoon"
2019,5,"May",7,2019-05-07,"Tue",3,"AA","American","AA1458","N13664","DCA","FLL",939,892,-7,0,1079,1028,-11,0,1,"Early/On-Time",100,796,"Morning"
2024,8,"Aug",13,2024-08-13,"Tue",3,"AA","American","AA668","N32345","DCA","FLL",1404,1416,12,0,1517,1535,18,1,0,"Delayed",73,582,"Afternoon"
2019,11,"Nov",5,2019-11-05,"Tue",3,"WN","Southwest","WN3309","N59098","DCA","DEN",1715,1841,86,1,2048,2176,88,1,0,"Severely Delayed",213,1701,"Evening"
2023,5,"May",4,2023-05-04,"Thu",5,"WN","Southwest","WN1404","N21390","DCA","RNO",1130,1140,10,0,1250,1259,9,0,1,"Slightly Late",80,636,"Morning"
2019,6,"Jun",16,2019-06-16,"Sun",1,"DL","Delta","DL1935","N79932","DCA","RDU",748,706,-2,0,794,794,0,0,1,"Early/On-Time",46,365,"Early Morning"
2021,7,"Jul",21,2021-07-21,"Wed",4,"AS","Alaska","AS2390","N56415","DCA","ORD",659,660,1,0,893,894,1,0,1,"Slightly Late",154,1232,"Early Morning"
2021,1,"Jan",23,2021-01-23,"Sat",7,"AA","American","AA5172","N17554","DCA","STL",1926,1881,-5,0,2064,2020,-4,0,1,"Early/On-Time",98,788,"Evening"
2022,9,"Sep",18,2022-09-18,"Sun",1,"WN","Southwest","WN7610","N74078","DCA","MSY",1305,1263,-2,0,1349,1304,-5,0,1,"Early/On-Time",44,355,"Afternoon"
2021,4,"Apr",25,2021-04-25,"Sun",1,"WN","Southwest","WN3572","N21553","DCA","SYR",1800,1758,-2,0,1928,1884,-4,0,1,"Early/On-Time",88,700,"Evening"
2024,10,"Oct",18,2024-10-18,"Fri",6,"AA","American","AA3465","N75547","DCA","RNO",1857,1858,1,0,1978,1933,-5,0,1,"Early/On-Time",81,647,"Evening"
2021,8,"Aug",8,2021-08-08,"Sun",1,"F9","Frontier","F94210","N56679","DCA","IAH",1923,1929,6,0,2142,2151,9,0,1,"Slightly Late",139,1109,"Evening"
2019,12,"Dec",16,2019-12-16,"Mon",2,"DL","Delta","DL1155","N80099","DCA","PBI",2142,2143,1,0,2168,2170,2,0,1,"Slightly Late",26,209,"Night"
2019,5,"May",22,2019-05-22,"Wed",4,"F9","Frontier","F99464","N67194","DCA","SJC",1450,1407,-3,0,1561,1563,2,0,1,"Slightly Late",71,569,"Afternoon"
2021,4,"Apr",7,2021-04-07,"Wed",4,"AA","American","AA7978","N64804","DCA","JAX",2108,2108,0,0,2134,2093,-1,0,1,"Early/On-Time",26,208,"Night"
2021,12,"Dec",17,2021-12-17,"Fri",6,"AA","American","AA3924","N28790","DCA","MEM",1521,1476,-5,0,1655,1659,4,0,1,"Slightly Late",94,755,"Afternoon"
2023,8,"Aug",22,2023-08-22,"Tue",3,"WN","Southwest","WN5528","N54721","DCA","GEG",856,810,-6,0,971,924,-7,0,1,"Early/On-Time",75,602,"Early Morning"
2022,10,"Oct",29,2022-10-29,"Sat",7,"AA","American","AA3210","N41590","DCA","PBI",1052,1052,0,0,1182,1134,-8,0,1,"Early/On-Time",90,722,"Morning"
2022,9,"Sep",5,2022-09-05,"Mon",2,"DL","Delta","DL4935","N70604","DCA","DEN",2147,2173,26,1,2466,2490,24,1,0,"Delayed",199,1595,"Night"
2023,7,"Jul",8,2023-07-08,"Sat",7,"NK","Spirit","NK6586","N28492","DCA","EWR",922,943,21,1,1041,1060,19,1,0,"Delayed",79,634,"Morning"
2020,10,"Oct",4,2020-10-04,"Sun",1,"DL","Delta","DL1094","N56504","DCA","DSM",1540,1595,55,1,1581,1635,54,1,0,"Delayed",41,328,"Afternoon"
2022,3,"Mar",29,2022-03-29,"Tue",3,"WN","Southwest","WN1144","N10218","DCA","MCI",1733,1691,-2,0,1864,1865,1,0,1,"Slightly Late",91,731,"Evening"
2023,12,"Dec",16,2023-12-16,"Sat",7,"AA","American","AA5548","N27559","DCA","ELP",1703,1744,41,1,1814,1858,44,1,0,"Delayed",71,566,"Evening"
2020,4,"Apr",17,2020-04-17,"Fri",6,"AA","American","AA9101","N57909","DCA","DSM",930,932,2,0,1041,1044,3,0,1,"Slightly Late",71,570,"Morning"
2019,9,"Sep",26,2019-09-26,"Thu",5,"AS","Alaska","AS9086","N64934","DCA","BOI",1840,1874,34,1,1882,1927,45,1,0,"Delayed",42,339,"Evening"
2024,4,"Apr",19,2024-04-19,"Fri",6,"AA","American","AA4181","N21738","DCA","MSY",914,915,1,0,1015,971,-4,0,1,"Early/On-Time",61,490,"Morning"
2021,5,"May",18,2021-05-18,"Tue",3,"UA","United","UA5033","N80182","DCA","ROC",1120,1122,2,0,1238,1240,2,0,1,"Slightly Late",78,620,"Morning"
2020,3,"Mar",10,2020-03-10,"Tue",3,"AA","American","AA2266","N49668","DCA","MCO",1829,1787,-2,0,1981,1982,1,0,1,"Slightly Late",112,895,"Evening"
2024,8,"Aug",17,2024-08-17,"Sat",7,"AA","American","AA9314","N29397","DCA","DEN",1926,1885,-1,0,2238,2194,-4,0,1,"Early/On-Time",192,1539,"Evening"
2019,1,"Jan",12,2019-01-12,"Sat",7,"UA","United","UA905","N33882","DCA","MKE",659,664,5,0,784,788,4,0,1,"Slightly Late",85,679,"Early Morning"
2021,4,"Apr",13,2021-04-13,"Tue",3,"UA","United","UA4349","N87978","DCA","DAL",854,856,2,0,973,977,4,0,1,"Slightly Late",79,630,"Early Morning"
2022,10,"Oct",8,2022-10-08,"Sat",7,"UA","United","UA2516","N46356","DCA","ELP",1607,1608,1,0,1715,1672,-3,0,1,"Early/On-Time",68,546,"Afternoon"
2022,9,"Sep",24,2022-09-24,"Sat",7,"AA","American","AA4363","N16103","DCA","SAN",1521,1476,-5,0,2039,1989,-10,0,1,"Early/On-Time",318,2547,"Afternoon"
2022,11,"Nov",23,2022-11-23,"Wed",4,"UA","United","UA3376","N73918","DCA","MSY",1959,1964,5,0,2063,2065,2,0,1,"Slightly Late",64,516,"Evening"
2020,6,"Jun",18,2020-06-18,"Thu",5,"UA","United","UA6212","N26348","DCA","ATL",756,801,45,1,894,942,48,1,0,"Delayed",98,781,"Early Morning"
2021,4,"Apr",24,2021-04-24,"Sat",7,"DL","Delta","DL6852","N90820","DCA","SFO",2031,1988,-3,0,2551,2509,-2,0,1,"Early/On-Time",320,2556,"Evening"
2019,4,"Apr",4,2019-04-04,"Thu",5,"F9","Frontier","F91882","N19603","DCA","BOS",1929,1929,0,0,1984,1940,-4,0,1,"Early/On-Time",55,437,"Evening"
2022,7,"Jul",1,2022-07-01,"Fri",6,"DL","Delta","DL8117","N84743","DCA","GEG",1029,988,-1,0,1069,1026,-3,0,1,"Early/On-Time",40,318,"Morning"
2021,1,"Jan",29,2021-01-29,"Fri",6,"AA","American","AA3026","N76786","DCA","CLE",1354,1359,5,0,1383,1341,-2,0,1,"Early/On-Time",29,233,"Afternoon"
2024,1,"Jan",31,2024-01-31,"Wed",4,"UA","United","UA3182","N54067","DCA","MSY",1549,1550,1,0,1591,1599,8,0,1,"Slightly Late",42,338,"Afternoon"
2020,10,"Oct",1,2020-10-01,"Thu",5,"UA","United","UA9153","N39832","DCA","STL",715,674,-1,0,825,782,-3,0,1,"Early/On-Time",70,556,"Early Morning"
2024,11,"Nov",22,2024-11-22,"Fri",6,"UA","United","UA9205","N17056","DCA","BOI",1845,1802,-3,0,1961,1910,-11,0,1,"Early/On-Time",76,606,"Evening"
2020,1,"Jan",22,2020-01-22,"Wed",4,"AA","American","AA4521","N15248","DCA","BOS",1908,1862,-6,0,1960,1911,-9,0,1,"Early/On-Time",52,417,"Evening"
2022,8,"Aug",5,2022-08-05,"Fri",6,"AA","American","AA8027","N89601","DCA","IND",1756,1715,-1,0,1813,1768,-5,0,1,"Early/On-Time",57,454,"Evening"
2019,6,"Jun",14,2019-06-14,"Fri",6,"WN","Southwest","WN7881","N42008","DCA","GEG",1046,1000,-6,0,1146,1102,-4,0,1,"Early/On-Time",60,479,"Morning"
2022,3,"Mar",9,2022-03-09,"Wed",4,"NK","Spirit","NK3076","N33192","DCA","CHS",817,826,9,0,939,943,4,0,1,"Slightly Late",82,656,"Early Morning"
2023,1,"Jan",17,2023-01-17,"Tue",3,"AA","American","AA8474","N75988","DCA","SAT",1849,1858,9,0,1901,1912,11,0,1,"Slightly Late",52,415,"Evening"
2024,8,"Aug",15,2024-08-15,"Thu",5,"AA","American","AA4790","N38384","DCA","DAL",658,614,-4,0,759,717,-2,0,1,"Early/On-Time",61,486,"Early Morning"
2021,8,"Aug",31,2021-08-31,"Tue",3,"AA","American","AA9194","N33270","DCA","IND",1754,1709,-5,0,1785,1790,5,0,1,"Slightly Late",31,246,"Evening"
2024,3,"Mar",22,2024-03-22,"Fri",6,"AA","American","AA7192","N98976","DCA","ORD",601,606,5,0,801,807,6,0,1,"Slightly Late",120,962,"Early Morning"
2021,5,"May",26,2021-05-26,"Wed",4,"WN","Southwest","WN8484","N75238","DCA","SFO",829,787,-2,0,1331,1290,-1,0,1,"Early/On-Time",302,2415,"Early Morning"
2024,1,"Jan",21,2024-01-21,"Sun",1,"AA","American","AA904","N26958","DCA","MIA",1603,1605,2,0,1741,1747,6,0,1,"Slightly Late",98,785,"Afternoon"
2022,7,"Jul",29,2022-07-29,"Fri",6,"AA","American","AA100","N25287","DCA","RDU",1949,1955,6,0,1980,1992,12,0,1,"Slightly Late",31,251,"Evening"
2022,2,"Feb",8,2022-02-08,"Tue",3,"F9","Frontier","F95810","N39671","DCA","SFO",1333,1346,13,0,1854,1868,14,0,1,"Slightly Late",321,2568,"Afternoon"
2022,9,"Sep",3,2022-09-03,"Sat",7,"AA","American","AA6508","N95007","DCA","RSW",2046,2002,-4,0,2183,2138,-5,0,1,"Early/On-Time",97,773,"Evening"
2022,12,"Dec",13,2022-12-13,"Tue",3,"WN","Southwest","WN1865","N35626","DCA","STL",634,592,-2,0,755,710,-5,0,1,"Early/On-Time",81,645,"Early Morning"
2020,6,"Jun",12,2020-06-12,"Fri",6,"AA","American","AA5744","N90783","DCA","LAS",1717,1819,62,1,2037,2137,60,1,0,"Delayed",200,1602,"Evening"
2019,6,"Jun",13,2019-06-13,"Thu",5,"DL","Delta","DL1782","N30982","DCA","LAS",1338,1295,-3,0,1656,1613,-3,0,1,"Early/On-Time",198,1586,"Afternoon"
2022,9,"Sep",6,2022-09-06,"Tue",3,"AS","Alaska","AS9127","N36568","DCA","DFW",1707,1663,-4,0,1907,1853,-14,0,1,"Early/On-Time",120,957,"Evening"
2020,5,"May",2,2020-05-02,"Sat",7,"AA","American","AA390","N16646","DCA","PVD",1118,1076,-2,0,1250,1208,-2,0,1,"Early/On-Time",92,735,"Morning"
2020,5,"May",23,2020-05-23,"Sat",7,"UA","United","UA8255","N35062","DCA","SEA",1527,1485,-2,0,2037,1994,-3,0,1,"Early/On-Time",310,2482,"Afternoon"
2024,11,"Nov",25,2024-11-25,"Mon",2,"DL","Delta","DL8566","N33243","DCA","OMA",1317,1363,46,1,1423,1474,51,1,0,"Delayed",66,529,"Afternoon"
2019,7,"Jul",13,2019-07-13,"Sat",7,"UA","United","UA3153","N14827","DCA","PVD",1529,1533,4,0,1629,1636,7,0,1,"Slightly Late",60,482,"Afternoon"
2022,4,"Apr",30,2022-04-30,"Sat",7,"DL","Delta","DL4279","N92211","DCA","CHS",1759,1791,32,1,1808,1848,40,1,0,"Delayed",49,392,"Evening"
2022,6,"Jun",24,2022-06-24,"Fri",6,"B6","JetBlue","B64669","N83710","DCA","PVD",2250,2253,3,0,2371,2375,4,0,1,"Slightly Late",81,645,"Night"
2021,8,"Aug",12,2021-08-12,"Thu",5,"NK","Spirit","NK4205","N35171","DCA","DEN",1045,1002,-3,0,1303,1307,4,0,1,"Slightly Late",178,1428,"Morning"
2022,8,"Aug",29,2022-08-29,"Mon",2,"UA","United","UA7314","N91000","DCA","JAX",2209,2167,-2,0,2326,2278,-8,0,1,"Early/On-Time",77,616,"Night"
2023,1,"Jan",13,2023-01-13,"Fri",6,"WN","Southwest","WN9469","N39937","DCA","DSM",2202,2154,-8,0,2312,2258,-14,0,1,"Early/On-Time",70,558,"Night"
2020,6,"Jun",30,2020-06-30,"Tue",3,"AA","American","AA5297","N59278","DCA","MIA",728,730,2,0,858,867,9,0,1,"Slightly Late",90,718,"Early Morning"
2020,8,"Aug",9,2020-08-09,"Sun",1,"AA","American","AA1518","N70613","DCA","ROC",901,857,-4,0,1012,971,-1,0,1,"Early/On-Time",71,570,"Morning"
2020,5,"May",22,2020-05-22,"Fri",6,"UA","United","UA1133","N36738","DCA","SYR",1126,1130,4,0,1264,1223,-1,0,1,"Early/On-Time",98,785,"Morning"
2020,9,"Sep",26,2020-09-26,"Sat",7,"AA","American","AA4447","N33775","DCA","SLC",753,764,11,0,1078,1096,18,1,0,"Delayed",205,1640,"Early Morning"
2021,1,"Jan",25,2021-01-25,"Mon",2,"AA","American","AA3945","N16235","DCA","CMH",1129,1085,-4,0,1269,1224,-5,0,1,"Early/On-Time",100,797,"Morning"
2019,9,"Sep",12,2019-09-12,"Thu",5,"B6","JetBlue","B63866","N88143","DCA","CHS",1100,1052,-8,0,1147,1102,-5,0,1,"Early/On-Time",47,376,"Morning"
2023,4,"Apr",19,2023-04-19,"Wed",4,"AA","American","AA5212","N63263","DCA","STL",1825,1780,-5,0,1862,1867,5,0,1,"Slightly Late",37,299,"Evening"
2019,5,"May",6,2019-05-06,"Mon",2,"AA","American","AA4000","N50477","DCA","LAX",625,764,99,1,1077,1216,99,1,0,"Severely Delayed",292,2337,"Early Morning"
2023,9,"Sep",4,2023-09-04,"Mon",2,"AA","American","AA5988","N58198","DCA","SYR",1513,1471,-2,0,1633,1634,1,0,1,"Slightly Late",80,644,"Afternoon"
2021,12,"Dec",1,2021-12-01,"Wed",4,"UA","United","UA4934","N67572","DCA","SFO",658,662,4,0,1159,1171,12,0,1,"Slightly Late",301,2405,"Early Morning"
2021,6,"Jun",2,2021-06-02,"Wed",4,"UA","United","UA5271","N28473","DCA","MCI",1413,1446,33,1,1446,1479,33,1,0,"Delayed",33,261,"Afternoon"
2023,1,"Jan",15,2023-01-15,"Sun",1,"AA","American","AA4166","N33195","DCA","SMF",603,560,-3,0,641,593,-8,0,1,"Early/On-Time",38,301,"Early Morning"
2021,10,"Oct",5,2021-10-05,"Tue",3,"F9","Frontier","F95564","N89803","DCA","FLL",1414,1372,-2,0,1472,1429,-3,0,1,"Early/On-Time",58,466,"Afternoon"
2021,10,"Oct",11,2021-10-11,"Mon",2,"DL","Delta","DL3077","N25199","DCA","SYR",1326,1328,2,0,1355,1364,9,0,1,"Slightly Late",29,233,"Afternoon"
2019,11,"Nov",28,2019-11-28,"Thu",5,"WN","Southwest","WN4617","N71447","DCA","GSP",757,762,5,0,804,811,7,0,1,"Slightly Late",47,373,"Early Morning"
2019,8,"Aug",8,2019-08-08,"Thu",5,"UA","United","UA2597","N43955","DCA","SFO",901,923,22,1,1339,1359,20,1,0,"Delayed",278,2220,"Morning"
2023,8,"Aug",18,2023-08-18,"Fri",6,"F9","Frontier","F97372","N69466","DCA","CLT",1321,1321,0,0,1458,1417,-1,0,1,"Early/On-Time",97,779,"Afternoon"
2023,2,"Feb",18,2023-02-18,"Sat",7,"AS","Alaska","AS7837","N16900","DCA","ELP",759,718,-1,0,793,752,-1,0,1,"Early/On-Time",34,271,"Early Morning"
2019,1,"Jan",26,2019-01-26,"Sat",7,"DL","Delta","DL3551","N84889","DCA","LAX",2019,2076,57,1,2458,2509,51,1,0,"Delayed",279,2229,"Evening"
2024,8,"Aug",21,2024-08-21,"Wed",4,"UA","United","UA9829","N76937","DCA","PDX",1233,1234,1,0,1750,1756,6,0,1,"Slightly Late",317,2537,"Afternoon"
2024,4,"Apr",22,2024-04-22,"Mon",2,"AA","American","AA2194","N69744","DCA","MEM",1104,1109,5,0,1219,1228,9,0,1,"Slightly Late",75,599,"Morning"
2019,12,"Dec",13,2019-12-13,"Fri",6,"UA","United","UA3178","N71316","DCA","JAX",1443,1446,3,0,1561,1567,6,0,1,"Slightly Late",78,623,"Afternoon"
2023,4,"Apr",25,2023-04-25,"Tue",3,"B6","JetBlue","B64509","N71942","DCA","BUF",653,657,4,0,699,714,15,0,1,"Slightly Late",46,367,"Early Morning"
2019,9,"Sep",19,2019-09-19,"Thu",5,"B6","JetBlue","B68991","N80219","DCA","DTW",1258,1266,8,0,1304,1311,7,0,1,"Slightly Late",46,372,"Afternoon"
2020,9,"Sep",14,2020-09-14,"Mon",2,"AA","American","AA4463","N85748","DCA","LAX",2054,2008,-6,0,2570,2525,-5,0,1,"Early/On-Time",316,2527,"Evening"
2020,4,"Apr",24,2020-04-24,"Fri",6,"UA","United","UA3903","N29873","DCA","MSP",2142,2099,-3,0,2373,2331,-2,0,1,"Early/On-Time",151,1206,"Night"
2021,5,"May",26,2021-05-26,"Wed",4,"AA","American","AA6812","N43435","DCA","TUS",623,626,3,0,725,725,0,0,1,"Early/On-Time",62,497,"Early Morning"
2023,8,"Aug",21,2023-08-21,"Mon",2,"UA","United","UA7992","N33290","DCA","ELP",1923,1880,-3,0,1964,1969,5,0,1,"Slightly Late",41,325,"Evening"
2022,7,"Jul",8,2022-07-08,"Fri",6,"AA","American","AA1281","N33529","DCA","SFO",2239,2198,-1,0,2757,2715,-2,0,1,"Early/On-Time",318,2542,"Night"
2022,12,"Dec",7,2022-12-07,"Wed",4,"DL","Delta","DL876","N24077","DCA","TPA",610,620,10,0,720,732,12,0,1,"Slightly Late",70,557,"Early Morning"
2023,3,"Mar",1,2023-03-01,"Wed",4,"AA","American","AA3168","N98853","DCA","LGA",1919,1943,24,1,1970,1993,23,1,0,"Delayed",51,411,"Evening"
2021,3,"Mar",29,2021-03-29,"Mon",2,"DL","Delta","DL9363","N10079","DCA","HOU",1625,1584,-1,0,1737,1743,6,0,1,"Slightly Late",72,572,"Afternoon"
2024,7,"Jul",5,2024-07-05,"Fri",6,"DL","Delta","DL767","N61441","DCA","AUS",802,944,102,1,926,1065,99,1,0,"Severely Delayed",84,672,"Early Morning"
2024,6,"Jun",12,2024-06-12,"Wed",4,"NK","Spirit","NK2652","N81999","DCA","EWR",1813,1813,0,0,1849,1853,4,0,1,"Slightly Late",36,289,"Evening"
2019,5,"May",27,2019-05-27,"Mon",2,"UA","United","UA6219","N87429","DCA","MEM",646,601,-5,0,697,646,-11,0,1,"Early/On-Time",51,411,"Early Morning"
2021,12,"Dec",16,2021-12-16,"Thu",5,"AA","American","AA3994","N33271","DCA","IND",1312,1268,-4,0,1353,1356,3,0,1,"Slightly Late",41,326,"Afternoon"
2023,6,"Jun",14,2023-06-14,"Wed",4,"DL","Delta","DL5269","N25276","DCA","STL",1408,1434,26,1,1455,1475,20,1,0,"Delayed",47,375,"Afternoon"
2022,1,"Jan",4,2022-01-04,"Tue",3,"AA","American","AA8512","N75723","DCA","BNA",1347,1302,-5,0,1375,1331,-4,0,1,"Early/On-Time",28,220,"Afternoon"
2020,10,"Oct",3,2020-10-03,"Sat",7,"AA","American","AA4553","N63852","DCA","ELP",1752,1708,-4,0,1888,1835,-13,0,1,"Early/On-Time",96,771,"Evening"
2023,6,"Jun",10,2023-06-10,"Sat",7,"AA","American","AA5954","N40463","DCA","ROC",612,614,2,0,751,706,-5,0,1,"Early/On-Time",99,791,"Early Morning"
2021,2,"Feb",1,2021-02-01,"Mon",2,"AA","American","AA1278","N76908","DCA","SAN",1957,1959,2,0,2475,2478,3,0,1,"Slightly Late",318,2540,"Evening"
2024,11,"Nov",15,2024-11-15,"Fri",6,"AA","American","AA2119","N33139","DCA","BDL",1229,1242,13,0,1270,1287,17,1,0,"Delayed",41,329,"Afternoon"
2020,2,"Feb",15,2020-02-15,"Sat",7,"AA","American","AA5366","N60483","DCA","RNO",1832,1791,-1,0,1872,1829,-3,0,1,"Early/On-Time",40,318,"Evening"
2019,4,"Apr",8,2019-04-08,"Mon",2,"AA","American","AA8171","N42808","DCA","ABQ",659,618,-1,0,717,718,1,0,1,"Slightly Late",58,467,"Early Morning"
2022,8,"Aug",30,2022-08-30,"Tue",3,"B6","JetBlue","B62090","N69034","DCA","DSM",1630,1585,-5,0,1745,1700,-5,0,1,"Early/On-Time",75,600,"Afternoon"
2019,5,"May",24,2019-05-24,"Fri",6,"B6","JetBlue","B63051","N79269","DCA","CLE",1131,1131,0,0,1261,1261,0,0,1,"Early/On-Time",90,716,"Morning"
2023,11,"Nov",14,2023-11-14,"Tue",3,"UA","United","UA6075","N90843","DCA","DTW",749,749,0,0,855,859,4,0,1,"Slightly Late",66,528,"Early Morning"
2023,3,"Mar",18,2023-03-18,"Sat",7,"DL","Delta","DL9003","N22084","DCA","SLC",622,623,1,0,937,939,2,0,1,"Slightly Late",195,1561,"Early Morning"
2021,7,"Jul",12,2021-07-12,"Mon",2,"AA","American","AA946","N61404","DCA","SEA",611,611,0,0,1127,1085,-2,0,1,"Early/On-Time",316,2524,"Early Morning"
2022,11,"Nov",24,2022-11-24,"Thu",5,"DL","Delta","DL9337","N49748","DCA","MIA",2015,1972,-3,0,2152,2109,-3,0,1,"Early/On-Time",97,778,"Evening"
2019,8,"Aug",16,2019-08-16,"Fri",6,"AA","American","AA103","N35700","DCA","PDX",1422,1426,4,0,1926,1929,3,0,1,"Slightly Late",304,2432,"Afternoon"
2023,8,"Aug",27,2023-08-27,"Sun",1,"DL","Delta","DL5008","N71299","DCA","GEG",1004,1009,5,0,1116,1123,7,0,1,"Slightly Late",72,577,"Morning"
2020,7,"Jul",14,2020-07-14,"Tue",3,"DL","Delta","DL5575","N75037","DCA","SMF",1453,1409,-4,0,1503,1456,-7,0,1,"Early/On-Time",50,401,"Afternoon"
2020,10,"Oct",2,2020-10-02,"Fri",6,"AA","American","AA7950","N72075","DCA","IND",1736,1747,11,0,1863,1868,5,0,1,"Slightly Late",87,693,"Evening"
2024,11,"Nov",9,2024-11-09,"Sat",7,"AA","American","AA2089","N41368","DCA","JAX",1646,1746,60,1,1762,1819,57,1,0,"Delayed",76,608,"Afternoon"
2021,4,"Apr",29,2021-04-29,"Thu",5,"DL","Delta","DL5742","N75505","DCA","DFW",744,699,-5,0,946,901,-5,0,1,"Early/On-Time",122,978,"Early Morning"
2019,12,"Dec",18,2019-12-18,"Wed",4,"AA","American","AA8616","N94005","DCA","ORD",934,888,-6,0,1164,1118,-6,0,1,"Early/On-Time",150,1198,"Morning"
2022,1,"Jan",2,2022-01-02,"Sun",1,"DL","Delta","DL8180","N58928","DCA","LAX",2237,2196,-1,0,2677,2635,-2,0,1,"Early/On-Time",280,2244,"Night"
